Weighted Total [Total Pts: up to 0 Percentage] |1976945,Total [Total Pts: up to 556 Score] |1976944,Syllabus Quiz [Total Pts: 5 Score] |2061052,Academic Dishonesty Quiz [Total Pts: 5 Score] |2061053,Week 3.1_Population Genetics and Adaptations pt. 1 [Total Pts: 1 Score] |2081743,Week 3.1_Population Genetics and Adaptations pt. 2 [Total Pts: 1 Score] |2081748,Week 3.2_Human Population Genetics [Total Pts: 1 Score] |2081750,Week 4.1_Fossils and Pre-primates [Total Pts: 2 Score] |2081756,Week 5.1_Fossil Primates pt. 1 [Total Pts: 1 Score] |2081767,Week 5.1_Fossil Primates pt. 2 [Total Pts: 1 Score] |2081768,Week 5.2_Living Primates; Primate Social Behavior [Total Pts: 1 Score] |2081769,6.1_Primate Cognition and Intelligence [Total Pts: 2 Score] |2081782,Week 7.1_Your Inner Monkey [Total Pts: 1 Score] |2081788,Week 7.2_Fossil Hominins pt. 1 [Total Pts: 1 Score] |2081789,Week 7.2_Fossil Hominins pt. 2 [Total Pts: 1 Score] |2081790,Week 7.2_Fossil Hominins pt. 3 [Total Pts: 1 Score] |2081792,Week 8.1_Australopithecines pt. 1 [Total Pts: 1 Score] |2081793,Week 8.1_Australopithecines pt. 2 [Total Pts: 1 Score] |2081794,Week 8.2_Intro to the genus Homo [Total Pts: 1 Score] |2081795,Week 9.1_Homo erectus and variants [Total Pts: 1 Score] |2081796,"Week 9.2_Archaic H. sapiens, Neanderthals, and AMH pt. 1 [Total Pts: 1 Score] |2081797","Week 9.2_Archaic H. sapiens, Neanderthals, and AMH pt. 2 [Total Pts: 1 Score] |2081798",Week 10.1_Origins and Mirgation of Modern Humans pt 1 [Total Pts: 1 Score] |2081799,Week 10.1_Origins and Migrations of Modern Humans pt. 2 [Total Pts: 1 Score] |2081800,Week 12.1_Museum Assignment & Intro to Human Variation [Total Pts: 2 Score] |2081980,Week 13.1_Human Variation pt 1 [Total Pts: 1 Score] |2081992,Week 13.1_Human Variation pt 2 [Total Pts: 0 Score] |2081993,Week 13.2_How race becomes biology pt 1 [Total Pts: 1 Score] |2081994,Week 13.2_How race becomes biology pt 2 [Total Pts: 1 Score] |2081997,Week 13.2_How race becomes biology pt 3 [Total Pts: 1 Score] |2082000,Week 14.1_Diet & Agriculture 1 [Total Pts: 1 Score] |2082003,Week 14.2_Diet & Agriculture 2 pt. 1 [Total Pts: 1 Score] |2082005,Week 14.2_Diet & Agriculture 2 pt. 2 [Total Pts: 1 Score] |2082006,Week 15.1_Forensic Anthropology [Total Pts: 2 Score] |2082007,Week 16.1_Are we still evolving? [Total Pts: 2 Score] |2082009,Lecture video quiz total [Total Pts: up to 35 Score] |2097316,Submit Final Lab 1 Here [Total Pts: 20 Score] |2084171,Submit Final Lab  2 Here [Total Pts: 20 Score] |2085587,Submit Final Lab 3 Here [Total Pts: 20 Score] |2085588,Submit Lab 4 Here [Total Pts: 20 Score] |2085589,Submit Lab 5 Here [Total Pts: 20 Score] |2085590,Submit Lab 6 Here [Total Pts: 20 Score] |2085591,Submit Lab 7 Here [Total Pts: 20 Score] |2085592,Submit Lab 8 Here [Total Pts: 20 Score] |2085593,Submit Lab 9 Here [Total Pts: 20 Score] |2085594,Submit Lab 10 Here [Total Pts: 20 Score] |2085595,Week 3 Synch Session [Total Pts: 10 Score] |2086564,Week 4 Synch Session [Total Pts: 10 Score] |2086565,Week 5 Synch Session [Total Pts: 10 Score] |2086566,Week 6 Synch Session [Total Pts: 10 Score] |2086567,Week 8 Synch Session [Total Pts: 10 Score] |2086568,Week 9 Synch Session [Total Pts: 10 Score] |2086569,Week 10 Synch Session [Total Pts: 10 Score] |2086570,Week 13 Synch Session [Total Pts: 10 Score] |2086571,Week 14 Synch Session [Total Pts: 10 Score] |2086572,Week 15 Synch Session [Total Pts: 10 Score] |2086573,Week 16 Synch Session [Total Pts: 10 Score] |2086574,SUBMISSION PORTAL: Scavenger Hunt (Individual Project) [Total Pts: 20 Score] |2089729,SUBMISSION PORTAL: Museum Exhibit Project (group work project) [Total Pts: 40 Score] |2089730,Submit top 3 choices HERE [Total Pts: 0 Score] |2089736,Museum Introduction video [Total Pts: 1 Score] |2089756,Week 8: TURN IN Museum Progress Check-In HERE [Total Pts: 0 Score] |2095122,Exam 1 [Total Pts: 25 Score] |2086347,Exam 2 [Total Pts: 25 Score] |2086357,Exam 3_SP2021 [Total Pts: 25 Score] |2106849,Total Extra Credit [Total Pts: 0 Score] |2107595,Extra Credit Survey 1 [Total Pts: 0 Complete/Incomplete] |2087491,Extra Credit Survey 2 [Total Pts: 0 Complete/Incomplete] |2108132,Extra Credit Survey 3 [Total Pts: 0 Complete/Incomplete] |2124954,Optional Post-Lab 9 Survey for Extra Credit [Total Pts: 0 Complete/Incomplete] |2123873,Week 14 Survey_Do BEFORE attending Live Session [Total Pts: 0 Complete/Incomplete] |2117557,SUBMIT Peer Reviews Here [Total Pts: 0 Score] |2118057,Midterm Percentage [Total Pts: up to 197 Percentage] |2104492,Midterm Letter Grade [Total Pts: up to 197 Letter] |2273458,Current grade [Total Pts: up to 516 Letter] |2124888,Exam 4_SP2021 [Total Pts: 25 Score] |2125835,Final Percentage [Total Pts: 480 Percentage] |2130996,Final Grade [Total Pts: 0 Text] |2130541,Lab One: Pigeonetics [Total Pts: 20 Score] |2167326,Lab Two: Forces of Evolution [Total Pts: 20 Score] |2167575,Lab Three: Primate Evolution [Total Pts: 20 Score] |2169717,Total Assignment Percentage [Total Pts: up to 370 Percentage] |2292091,Total Exam Percentage [Total Pts: up to 100 Percentage] |2292092,Total Attendance Percentage [Total Pts: up to 35 Percentage] |2292094,Total Extra Credit [Total Pts: 0 Score] |2292095
,406.5,5.0,4.5,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,18,20,18,20,19.0,20.0,14.0,15.0,19.0,0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,20,37.0,,1.0,,17.0,13.0,15.0,0.0,,,,,Complete,In Progress,81.47208,B,C,16.0,84.6875,B,,,,89.18918000000001,61,14.28571,0.0
,463.0,5.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,35.0,19,15,20,20,20.0,0.0,20.0,20.0,19.0,20,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,10.0,10.0,10.0,19,40.0,Needs Grading,,,17.0,22.0,16.0,10.0,Complete,Complete,Complete,,Complete,Needs Grading,91.37055,A,B,21.0,96.45833,A,,,,89.72972,76,100.0,10.0
,366.25,4.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,35.0,13.75,0,13.25,0,5.5,17.25,17.0,17.75,18.0,14,10.0,7.0,10.0,10.0,2.0,10.0,10.0,10.0,10.0,0.0,10.0,19.25,34.5,Needs Grading,1.0,,9.0,16.0,14.0,10.0,Complete,Complete,Complete,,Complete,Needs Grading,55.837559999999996,F,C,18.0,76.30208,C,,,,70.06756,57,100.0,10.0
,8.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Needs Grading,,,,,,0.0,,,,,,,4.06091,F,F,,1.6666599999999998,F,,,,0.0,0,0.0,0.0
,452.75,4.0,4.5,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,35.0,15.25,20,17.5,17.5,19.75,18.5,17.25,14.0,17.0,7.5,10.0,10.0,10.0,10.0,10.0,8.0,10.0,10.0,10.0,10.0,10.0,18.5,33.0,0,1.0,,16.0,20.0,19.0,16.5,Complete,Complete,Complete,Complete,Complete,0,87.18274,B,B,13.0,94.32291,A,,,,87.5,68,100.0,16.5
,403.5,4.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,34.0,15.25,19,14,16.75,18.75,17.75,14.5,0.0,19.0,14.5,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,10.0,10.0,0.0,20,36.0,Needs Grading,1.0,Needs Grading,16.0,19.0,15.0,1.0,Complete,,,,Complete,Needs Grading,83.75634000000001,B,C,13.0,84.0625,B,,,,79.86486,63,97.14285,1.0
,472.25,4.5,5.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,,,,2.0,2.0,32.0,19.75,20,19,19.5,19.5,18.5,19.5,20.0,18.0,16,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,10.0,10.0,10.0,18.5,38.0,,1.0,,18.0,19.0,17.0,9.5,,,,,Complete,0,92.25888,A,A,20.0,98.38541,A,,,,93.58108,74,91.42857,9.5
,318.0,3.5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,19,0,19,18.0,15.5,18.5,18.0,18.0,,10.0,10.0,7.0,10.0,10.0,10.0,10.0,10.0,8.0,,,18,37.0,Needs Grading,,,13.0,13.0,,5.0,,,,,,Needs Grading,55.32994,F,D,13.0,66.25,D,,,,71.89189,39,0.0,5.0
,497.25,5.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,35.0,19.25,20,20,19.25,19.75,19.25,18.75,19.5,20.0,18.75,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,19.75,40.0,Needs Grading,1.0,,20.0,18.0,17.0,12.0,Complete,Complete,Complete,Complete,Complete,Needs Grading,92.63959,A,A,21.0,103.59375,A,,,,98.44594000000001,76,100.0,12.0
,509.25,5.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,35.0,20,20,20,20,20.0,20.0,18.25,19.5,19.0,18.5,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,20,40.0,Needs Grading,1.0,,22.0,24.0,25.0,7.0,Complete,Complete,Complete,Complete,Complete,Needs Grading,97.96954000000001,A,A,20.0,106.09375,A,,,,98.71621,91,100.0,7.0
,483.5,5.0,4.5,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,35.0,18,19,19.25,17,19.75,17.25,17.5,16.75,20.0,15,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,19.5,37.0,,1.0,Needs Grading,22.0,19.0,24.0,7.0,,,Complete,In Progress,Complete,Needs Grading,91.75126,A,A,20.0,100.72916,A,,,,93.51351,85,100.0,7.0
,453.0,4.0,4.5,1.0,1.0,,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,28.0,14,17.25,18,19.5,20.0,17.0,19.75,18.5,19.0,17,10.0,10.0,10.0,0.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,20,33.0,0,,,23.0,23.0,24.0,14.5,Complete,,,,Complete,0,85.9137,B,B,19.0,94.375,A,,,,84.59459,89,80.0,14.5
,508.5,4.5,5.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,34.0,20,20,19,20,20.0,19.0,20.0,20.0,20.0,20,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,20,40.0,Needs Grading,1.0,,19.0,24.0,25.0,5.0,Complete,Complete,,In Progress,Complete,Needs Grading,95.68526999999999,A,A,23.0,105.9375,A,,,,99.45945,91,97.14285,5.0
,498.0,5.0,4.5,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,35.0,16,19,18.25,20,18.25,19.0,18.5,20.0,20.0,13,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,19.5,38.0,Needs Grading,1.0,Needs Grading,22.0,22.0,21.0,17.0,Complete,Complete,Complete,Complete,Complete,Needs Grading,93.27411,A,A,21.0,103.75,A,,,,94.45945,86,100.0,17.0
,106.0,4.5,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,14,11.5,0.0,0.0,0.0,0.0,,,10.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Needs Grading,,,22.0,19.0,,1.0,Complete,,,,,,53.299490000000006,F,F,,22.08333,F,,,,15.0,41,0.0,1.0
,468.5,4.5,5.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,35.0,19,16,16,20,20.0,19.0,18.0,19.0,19.0,19,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,8.0,10.0,10.0,17,40.0,,1.0,,21.0,15.0,17.0,4.0,,,Complete,Complete,Complete,Needs Grading,88.07106,B,A,16.0,97.60416,A,,,,94.59459,69,100.0,4.0
,475.5,5.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,35.0,20,20,19.25,20,20.0,20.0,19.5,19.75,19.75,18.25,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,20,40.0,Needs Grading,1.0,,18.0,11.0,17.0,3.0,Complete,Complete,,,Complete,Needs Grading,88.45177,B,A,15.0,99.0625,A,,,,99.05405,61,100.0,3.0
,450.25,5.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,35.0,19.5,20,19,19.5,20.0,19.0,19.75,20.0,0.0,17,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,19.5,38.0,0,1.0,,23.0,24.0,25.0,11.0,Complete,,,,Complete,0,97.46191999999999,A,B,,93.80208,A,,,,86.82432,72,100.0,11.0
,455.0,5.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,34.0,20,20,16,20,19.0,17.0,19.0,19.0,19.0,19,10.0,10.0,10.0,10.0,10.0,0.0,10.0,10.0,8.0,10.0,0.0,20,40.0,,1.0,,20.0,17.0,17.0,2.0,,,,In Progress,,Needs Grading,90.35531999999999,A,B,19.0,94.79166,A,,,,90.81081,73,97.14285,2.0
,437.5,4.5,5.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,35.0,0,19,0,18,19.0,20.0,16.0,19.0,20.0,20,0.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,20,38.0,Needs Grading,1.0,,18.0,18.0,13.0,11.0,,Complete,Complete,Complete,Complete,Needs Grading,65.73604,D,B,23.0,91.14583,A,,,,83.51351,72,100.0,11.0
,492.0,5.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,35.0,20,16,19,20,20.0,18.0,20.0,20.0,20.0,20,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,20,36.0,Needs Grading,1.0,Needs Grading,20.0,20.0,21.0,5.0,Complete,Complete,Complete,Complete,Complete,Needs Grading,91.87817,A,A,22.0,102.5,A,,,,97.02702,83,100.0,5.0
,372.0,4.0,4.5,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,35.0,18.5,18,0,16,5.0,14.0,,15.0,20.0,19,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,17,28.0,Needs Grading,1.0,,8.0,15.0,10.0,20.0,Complete,Complete,Complete,Complete,Complete,Needs Grading,71.5736,C,C,14.0,75.41666,B,,,,70.4054,47,100.0,20.0
,470.0,5.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,2.0,1.0,,,,,1.0,1.0,1.0,2.0,2.0,30.0,18,20,19,20,15.0,18.0,0.0,18.0,20.0,20,10.0,10.0,10.0,10.0,10.0,10.0,10.0,8.0,10.0,10.0,10.0,18,40.0,Needs Grading,1.0,,20.0,21.0,20.0,15.0,Complete,,Complete,Complete,Complete,Needs Grading,93.40101,A,A,20.0,97.91666,A,,,,90.27027,81,85.71428,15.0
,428.5,4.5,4.5,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,35.0,17,18,0,20,19.0,15.5,15.0,17.0,20.0,18,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,10.0,19,37.0,Needs Grading,1.0,,18.0,17.0,12.0,9.0,Complete,,Complete,Complete,,Needs Grading,79.18781,C,B,12.0,89.27083,A,,,,85.27027,59,100.0,9.0
,496.0,4.5,4.5,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,35.0,17,20,16,20,20.0,20.0,20.0,20.0,20.0,20,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,19,40.0,Needs Grading,1.0,,19.0,15.0,19.0,20.0,Complete,Complete,Complete,Complete,Complete,Needs Grading,87.81725,B,A,16.0,103.33333,A,,,,97.83783000000001,69,100.0,20.0
,489.5,5.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,,,,2.0,,30.0,18.75,20,19.25,20,19.75,20.0,19.25,20.0,20.0,19.5,0.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,20,40.0,Needs Grading,1.0,,20.0,23.0,20.0,12.0,Complete,Complete,Complete,Complete,Complete,Needs Grading,90.35531999999999,A,A,17.0,101.97916,A,,,,96.35135,80,85.71428,12.0
,436.5,5.0,3.5,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,35.0,19,19,19,20,20.0,17.0,15.0,19.0,0.0,0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,20,37.0,,1.0,,21.0,22.0,22.0,12.0,Complete,Complete,Complete,Complete,Complete,Needs Grading,94.16243,A,B,0.0,90.9375,A,,,,85.13513,65,100.0,12.0
,459.75,5.0,4.5,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,35.0,15.75,16,18.5,19,20.0,18.0,16.5,17.5,19.0,16.5,10.0,10.0,10.0,10.0,10.0,0.0,10.0,10.0,10.0,10.0,10.0,19,33.0,0,1.0,,13.0,18.0,19.0,17.5,Complete,Complete,Complete,Complete,Complete,0,84.64466999999999,B,B,18.0,95.78125,A,,,,88.85135,68,100.0,17.5
,279.5,4.5,4.5,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,,,,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,17.5,0,0,17.5,14,0.0,18.5,17.0,0.0,19.0,,10.0,0.0,0.0,10.0,10.0,10.0,0.0,10.0,10.0,,,17,37.0,Needs Grading,1.0,,13.0,18.0,18.0,3.0,Complete,Complete,,,,Needs Grading,50.76142,F,F,,57.60416,D,,,,54.05405,49,50.0,3.0
,442.5,5.0,4.5,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,35.0,20,20,17,20,20.0,0.0,0.0,0.0,0.0,20,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,20,40.0,1,,,24.0,23.0,21.0,20.0,Complete,,Complete,Complete,Complete,Needs Grading,96.7005,A,B,22.0,92.1875,A,,,,77.56756,90,100.0,20.0
,449.0,5.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,35.0,19.75,19.25,19.25,20,18.25,17.5,17.0,19.75,0.0,18.5,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,19.75,37.0,Needs Grading,1.0,,14.0,15.0,15.0,12.0,Complete,Complete,Complete,Complete,Complete,Needs Grading,88.45177,B,B,11.0,93.54166,A,,,,90.81081,55,100.0,12.0
,432.0,5.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,,,,,,,1.0,,,,1.0,1.0,,,,,,,1.0,1.0,1.0,2.0,,18.0,19,17,18,16,19.0,17.0,19.0,6.0,19.0,15,10.0,10.0,10.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,19,40.0,Needs Grading,,,18.0,20.0,18.0,2.0,Complete,Complete,,,Complete,Needs Grading,84.77157,B,B,14.0,90.0,A,,,,89.72972,70,51.42857,2.0
,336.0,5.0,4.5,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,12.0,19,18,20,20,15.0,11.0,13.5,0.0,,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,18,36.0,Needs Grading,1.0,Needs Grading,14.0,14.0,15.0,0.0,Complete,Complete,,,In Progress,Needs Grading,83.50253000000001,B,D,,70.0,C,,,,73.1081,43,34.285709999999995,0.0
,458.5,4.5,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,35.0,17,19,20,20,20.0,0.0,19.0,18.0,15.0,20,10.0,10.0,10.0,10.0,10.0,0.0,10.0,10.0,10.0,10.0,10.0,19,38.0,Needs Grading,1.0,0,22.0,22.0,25.0,1.0,Complete,,Complete,Complete,Complete,Needs Grading,94.16243,A,B,19.0,95.52083,A,,,,87.83783000000001,88,100.0,1.0
,332.5,4.5,5.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,33.0,,,,,16.0,16.0,,15.0,20.0,19,,,,8.0,8.0,10.0,10.0,8.0,9.0,10.0,10.0,18,40.0,,1.0,,19.0,17.0,15.0,9.0,,,Complete,Complete,Complete,Needs Grading,35.7868,F,D,12.0,69.27083,D,,,,58.64864,63,94.28571,9.0
,502.0,4.5,5.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,35.0,20,20,18,20,20.0,19.5,20.0,20.0,20.0,20,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,20,40.0,Needs Grading,1.0,,22.0,24.0,23.0,5.0,Complete,Complete,,,Complete,Needs Grading,96.7005,A,A,15.0,104.58333,A,,,,99.32432,84,100.0,5.0
,495.5,5.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,35.0,20,20,18,20,19.0,20.0,20.0,20.0,20.0,20,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,19.5,36.0,,1.0,,19.0,21.0,21.0,5.0,,,,,Complete,Needs Grading,93.90862,A,A,21.0,103.22916,A,,,,97.97296999999999,82,100.0,5.0
,495.25,5.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,35.0,19.5,17.5,18.5,19.75,18.75,18.75,18.5,20.0,20.0,9,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,20,38.0,Needs Grading,1.0,,24.0,24.0,24.0,8.0,Complete,Complete,Complete,In Progress,Complete,Needs Grading,96.5736,A,A,21.0,103.17708,A,,,,94.12162,93,100.0,8.0
