Total [Total Pts: up to 588 Score] |2138654,Week 1.2_Anthropology and Science [Total Pts: 1 Score] |2175184,Week 2.2 Lecture_Inheritance and Genetics [Total Pts: 1 Score] |2177170,Week 3.1_Population Genetics and Adaptations pt. 1_FA21 [Total Pts: 1 Score] |2184208,Week 3.1_Population Genetics and Adaptations pt. 2_FA21 [Total Pts: 1 Score] |2184209,Week 3.2_Human Population Genetics_FA21 [Total Pts: 1 Score] |2184210,Week 4.1_Fossils and Pre-primates_FA21 [Total Pts: 1 Score] |2184212,Week 5.1_Fossil Primates pt. 1_FA21 [Total Pts: 1 Score] |2184217,Week 5.1_Fossil Primates pt. 2_FA21 [Total Pts: 1 Score] |2184219,Week 5.2_Living Primates; Primate Social Behavior_FA21 [Total Pts: 1 Score] |2184222,6.1_Primate Cognition and Intelligence_FA21 [Total Pts: 1 Score] |2184225,Week 7.1_Your Inner Monkey_FA21 [Total Pts: 1 Score] |2184286,Week 7.2_Fossil Hominins pt. 1_FA21 [Total Pts: 1 Score] |2184287,Week 7.2_Fossil Hominins pt. 2_FA21 [Total Pts: 1 Score] |2184288,Week 7.2_Fossil Hominins pt. 3_FA21 [Total Pts: 1 Score] |2184290,Week 8.1_Australopithecines pt. 1_FA21 [Total Pts: 1 Score] |2184340,Week 8.1_Australopithecines pt. 2_FA21 [Total Pts: 1 Score] |2184341,Week 8.2_Intro to the genus Homo_FA21 [Total Pts: 1 Score] |2184342,Week 9.1_Homo erectus and variants_FA21 [Total Pts: 1 Score] |2192419,"Week 9.2_Archaic H. sapiens, Neanderthals, and AMH pt. 1_FA21 [Total Pts: 1 Score] |2192420","Week 9.2_Archaic H. sapiens, Neanderthals, and AMH pt. 2_FA21 [Total Pts: 1 Score] |2192421",Week 10.1_Origins and Migration of Modern Humans pt 1_FA21 [Total Pts: 1 Score] |2245069,Week 10.1_Origins and Migration of Modern Humans pt 2_FA21 [Total Pts: 1 Score] |2245071,Lab One: Pigeonetics [Total Pts: 20 Score] |2192204,Lab Two: Forces of Evolution [Total Pts: 20 Score] |2192205,Lab 3: Primate Evolution [Total Pts: 20 Score] |2192206,Lab 4: Primate Behavior and Observation [Total Pts: 20 Score] |2238914,Lab 5: The Human Skeleton [Total Pts: 20 Score] |2241953,Lab 6: Austalopithecines and Early Homo [Total Pts: 20 Score] |2239583,Lab 7: Later Members of the Genus Homo [Total Pts: 20 Score] |2244092,Lab 8: Science Literacy [Total Pts: 20 Score] |2191833,Lab 9: Human Variation [Total Pts: 20 Score] |2270771,Lab 10: Bioarchaeology and Forensics [Total Pts: 20 Score] |2244095,Week 4 Lab Session [Total Pts: 5 Score] |2245107,Week 5 Lab Session [Total Pts: 5 Score] |2245108,Week 7 Lab Session [Total Pts: 5 Score] |2245109,Week 8 Lab Session [Total Pts: 5 Score] |2245110,Week 9 Lab Session [Total Pts: 5 Score] |2245113,Week 10 Lab Session [Total Pts: 5 Score] |2245114,Week 12 Lab Session [Total Pts: 5 Score] |2245115,Week 13 Lab Session [Total Pts: 5 Score] |2245118,Week 15 Lab Session [Total Pts: 5 Score] |2245119,Academic Dishonesty Quiz [Total Pts: 5 Score] |2225736,Syllabus Quiz Fall 2021 [Total Pts: 5 Score] |2225737,Extra Credit Survey 1_FA21 [Total Pts: 0 Complete/Incomplete] |2244200,Extra Credit Survey 2_FA21 [Total Pts: 0 Complete/Incomplete] |2273353,Extra Credit Survey 3_FA21 [Total Pts: 0 Complete/Incomplete] |2281812,Survey Extra Credit points [Total Pts: 0 Score] |2245075,Documentary Analysis [Total Pts: 0 Score] |2246930,Bonus Lab: Ethics [Total Pts: 0 Score] |2246984,Exam 1 Study Guide [Total Pts: 0 Score] |2238690,Exam 1_FA2021 [Total Pts: 100 Score] |2238686,Exam 2 Study Guide [Total Pts: 0 Score] |2249403,Exam 2_FA2021 [Total Pts: 100 Score] |2268007,Exam 3 Study Guide [Total Pts: 0 Score] |2273376,Exam 3_FA21 [Total Pts: 100 Score] |2281987,Week 12.1_Intro to Human Variation_FA21 [Total Pts: 1 Score] |2245155,Week 12.1_Human Variation pt 1_FA21 [Total Pts: 1 Score] |2245159,Week 12.1_Human Variation pt 2_FA21 [Total Pts: 1 Score] |2245161,Week 12.2_How race becomes biology pt 1_FA21 [Total Pts: 1 Score] |2245162,Week 12.2_How race becomes biology pt 2_FA21 [Total Pts: 1 Score] |2245163,Week 12.2_How race becomes biology pt 3_FA21 [Total Pts: 1 Score] |2245164,Week 13.1_Diet & Agriculture 1_FA21 [Total Pts: 1 Score] |2251570,Week 13.2_Diet & Agriculture 2 pt. 1_FA21 [Total Pts: 1 Score] |2251571,Week 13.2_Diet & Agriculture 2_part 2_FA21 [Total Pts: 1 Score] |2251572,Week 14.1_Forensic Anthropology_FA21 [Total Pts: 1 Score] |2251644,Week 15.1_Are we still evolving?_FA21 [Total Pts: 1 Score] |2251662,Lecture Total [Total Pts: up to 33 Score] |2272943,Final Grade Letter [Total Pts: 0 Text] |2281847,Final Grade Percentage [Total Pts: up to 588 Percentage] |2281849,Current grade (Weeks 1-11) [Total Pts: up to 402 Percentage] |2273358,Current grade (Weeks 1-11) letter [Total Pts: up to 402 Letter] |2273462,Midterm grade [Total Pts: up to 219 Letter] |2245147,Midterm Grade Percentage [Total Pts: up to 219 Percentage] |2273460,TA and Lab Time [Total Pts: 0 Text] |2225820,ANTH105- Mid-Semester Check-In-L.Smith [Total Pts: 0 Complete/Incomplete] |2244427,Lab 10: Bioarchaeology and Forensics [Total Pts: 0 Score] |2281201,Total Assignment Percentage [Total Pts: up to 245 Percentage] |2292165,Total Exam Percentage [Total Pts: up to 300 Percentage] |2292166,Total Attendance Percentage [Total Pts: up to 33 Percentage] |2292169,Total Extra Credit [Total Pts: 0 Score] |2292170
531.9998,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19,20,17.4998,19.5,20,19.5,19,18,20,19,5.0,5.0,5.0,5.0,5.0,5.0,,,5.0,3.5,5.0,,,,,,,,84.0,,90.0,,90.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,A,90.47615,91.79099000000001,A,A,90.18255,KM F11,,,92.44889,88.0,100.0,0
425.58322999999996,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.83333,20,13.4999,15.25,17.5,7.5,18.5,0,0,19,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.5,5.0,Complete,Complete,Complete,6.0,,,,76.0,,74.0,5.0,80.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,C,72.3781,76.01572,C,B,82.22978,,In Progress,,57.99315,76.66666,100.0,11
600.0498,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20,20,17.9998,19.25,18.8,20,20,20,20,19.5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.5,5.0,Complete,Complete,Complete,6.0,20,In Progress,5,82.0,5,96.0,5.0,98.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,A,102.04928000000001,102.37557,A,A,95.31954,EW M11,,,98.18359,92.0,100.0,41
540.0833299999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18.33333,18,18,16.25,20,19,19,17,20,20,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.5,Complete,Complete,Complete,6.0,,,5,80.0,5,86.0,5.0,80.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,A,91.8509,92.55804,A,A,91.36225,,Complete,,94.11564,82.0,100.0,21
14.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,11,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,3.0,F,2.38095,3.2338299999999998,F,F,5.93607,,,,4.48979,0.0,9.0909,0
534.8002,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17,20,18.0002,19,18.3,18.5,20,19.5,20,19.5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,Complete,,,2.0,,In Progress,5,82.0,,92.0,,80.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,30.0,A,90.95241,92.73635999999999,A,A,91.78090999999999,KB F9,,,95.83681,84.66666,90.90909,7
479.3298,1.0,1.0,0.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,18.83,20,18.9998,19,18.5,18.5,17.5,19,20,0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,4.5,4.5,,Complete,,2.0,,,,86.0,,90.0,,86.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,26.0,B,81.51867,86.15169,B,B,86.68027,KB F9,,,73.604,87.33333,78.78787,2
491.83333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16.33333,20,17.5,15,15,16.5,18,8,20,17,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.5,Complete,Complete,Complete,6.0,10,20,,74.0,,68.0,,66.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,31.0,B,83.64511999999999,83.78938000000001,B,B,85.08371,JH T10,,,85.03401,69.33333,93.93939,36
425.33342999999996,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17.33333,20,13.0001,18.5,20,15,16,In Progress,,,5.0,5.0,5.0,5.0,,5.0,,,,4.5,4.0,Complete,,Complete,,,,5,74.0,5,74.0,5.0,76.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,C,72.33561,82.91875999999999,B,B,84.62713000000001,KM F11,,,59.115680000000005,74.66666,100.0,15
493.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18,19,19,19,20,20,12.5,20,20,20,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.5,5.0,Complete,Complete,Complete,6.0,,0,,68.0,,72.0,,72.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,B,83.84353,83.33333,B,B,85.61643000000001,,,,94.89795,70.66666,100.0,6
510.4998,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13,16,16.4998,16.5,18.5,18,18.5,16.5,15.5,18,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,4.5,4.0,Complete,Complete,Complete,6.0,20,20,,70.0,5,64.0,5.0,74.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,31.0,B,86.81969000000001,84.70144,C,C,79.22365,WF M3,,,84.48971,69.33333,93.93939,56
486.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18.5,20,19,16,19,14,17.5,16,20,20,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.5,4.5,Complete,Complete,Complete,6.0,,,5,82.0,,66.0,,62.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,31.0,B,82.65306,85.32338,B,A,92.92237,,Complete,,91.83673,70.0,93.93939,11
268.5,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,0.5,,,,,,5.5,0,11,15,15,11.5,0,0,0,0,0.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,Complete,,,2.0,,,,56.0,,54.0,,52.0,,,1.0,,,,1.0,1.0,1.0,,,16.5,F,45.66326,52.860690000000005,F,F,54.56621,JH T10,,,31.83673,54.0,50.0,2
517.9998,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17,20,18.9998,18,18.5,18.5,17.5,17.5,20,17,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,,,,,,94.0,,88.0,,90.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,B,88.0952,90.17407,A,B,89.95424,KM W3,,,86.93869000000001,90.66666,100.0,0
590.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16.25,20,20,20,20,20,20,20,0,20,5.0,5.0,5.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,5.0,Complete,Complete,Complete,6.0,10,20,5,98.0,,94.0,,98.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,A,100.38265,102.30099,A,A,102.39726,KB F9,,,88.2653,96.66666,100.0,41
504.6664,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18.6666,19.5,17.9998,20,18.5,18.5,17.5,19,20,19,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,Complete,Complete,,4.0,,In Progress,,66.0,,76.0,,84.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,B,85.82760999999999,83.74786,B,B,83.63762,WF M3,,,95.37404000000001,75.33333,100.0,4
565.9164599999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19.66666,20,18.9998,19.5,20,16.75,20,20,20,19.5,5.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,4.5,5.0,,Complete,Complete,4.0,,,5,94.0,5,80.0,5.0,96.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,A,96.24429,94.3822,A,A,98.02121,KB W9,,,95.68018000000001,90.0,100.0,19
497.2501,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18.5,19,13.0001,14.75,14.5,16,17,19,20,18,5.0,0.0,5.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,4.5,Complete,Complete,,4.0,,,,68.0,,86.0,,92.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,B,84.56634,80.16171,B,C,77.96808,,Complete,,83.57146,82.0,100.0,4
547.3333299999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,16.83333,18,18,18,15.5,20,19,17.5,20,20,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.5,Complete,Complete,Complete,6.0,,,5,88.0,5,88.0,,90.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,29.0,A,93.08389,93.24212,A,A,94.67275,WF M9,,,92.99319,88.66666,87.87878,16
471.16666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18.66666,0,0,0,18.5,17.5,8.5,18,20,18,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,,Complete,,2.0,,20,,92.0,,90.0,,90.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,B,80.13038,73.17578,C,D,69.25418,,,,54.7619,90.66666,100.0,22
556.9998,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20,20,17.9998,20,20,18,19.5,19,20,19.5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.5,4.5,Complete,,Complete,4.0,,,,88.0,,90.0,,94.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,A,94.72785,94.15417,A,A,94.97707,EW M11,,,97.55093000000001,90.66666,100.0,4
531.4101,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19.16,19.5,18.5001,16.75,19.5,19,18.5,20,18,19.5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Complete,Complete,Complete,6.0,,In Progress,5,80.0,5,76.0,5.0,78.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,A,90.37586,90.77365,A,A,93.10963000000001,WF M9,,,95.26942,78.0,100.0,21
516.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18.5,17,17,16.5,18.5,18,16.5,17.5,20,17,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.5,4.0,Complete,,Complete,4.0,,,5,72.0,5,78.0,5.0,84.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,B,87.7551,86.19402,B,B,85.61643000000001,,,,90.40816,78.0,100.0,19
384.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,20,18.5,18,12,19,18,5.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,,,Complete,2.0,,20,,0.0,5,92.0,,92.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,D,65.39115,49.12935,F,F,9.589039999999999,,,,57.34693000000001,61.333330000000004,100.0,27
466.83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,18.5,0,18.83,15.5,16,18,20,17,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,,,Complete,2.0,20,20,5,72.0,5,76.0,5.0,82.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,B,79.39285,71.5995,D,F,55.47945,,,,68.9102,76.66666,9.0909,57
462.71675999999997,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18.66666,19,18.0001,18.5,12.05,10,18,19,0,19,5.0,5.0,5.0,0.0,0.0,0.0,5.0,0.0,,5.0,4.5,,Complete,Complete,4.0,,,,82.0,,76.0,,86.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,C,78.69332,80.2778,B,A,90.71540999999999,WF M9,,,70.29255,81.33333,100.0,4
467.83313,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,16.33333,18,15.9998,15.5,17.5,11.5,13,17.5,8,17,5.0,5.0,5.0,5.0,5.0,5.0,0.0,5.0,5.0,4.5,5.0,Complete,Complete,Complete,6.0,,,,70.0,,74.0,,86.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,32.0,B,79.56345,79.18734,C,B,82.34389,,Complete,,77.68699000000001,76.66666,96.96969,6
511.86665999999997,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18.66666,0,0,19,14.7,19,18.5,17,20,18.5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.5,Complete,,Complete,4.0,,20,5,80.0,5,68.0,5.0,92.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,B,87.05215,77.9519,C,C,75.41856,,,,77.70067,80.0,100.0,39
596.4998,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17,18,16.9998,16.5,18,13,19.5,19,20,18,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.5,5.0,Complete,Complete,Complete,6.0,20,20,5,88.0,5,92.0,5.0,92.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,A,101.44554000000001,98.63179000000001,A,A,94.06383000000001,EW M1,,,90.204,90.66666,100.0,61
421.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,3.5,0,0,17.5,13.25,12.5,9.5,14,20,7,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.5,4.5,Complete,Complete,Complete,6.0,10,14,5,58.0,5,66.0,5.0,72.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,30.0,C,71.64115,65.98258,D,F,57.99086,,,,58.06122,65.33333,90.90909,45
518.1664599999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19.66666,18,18.9998,19.5,19.5,19.5,20,19,20,14,5.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,4.5,4.5,Complete,Complete,,4.0,,,5,86.0,5,68.0,,80.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,B,88.12354,89.34489,B,A,93.22669,EW M11,,,93.12916,78.0,100.0,14
113.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,4.5,3.5,0,4.5,0,0,0,0,0,0,5.0,,5.0,5.0,,,,,,4.5,4.0,Complete,,,2.0,,,,64.0,,,,,,,1.0,,,,,,,,,11.0,F,19.217679999999998,27.86069,F,F,48.85844,,,,11.22448,21.33333,33.33333,2
499.16666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17.66666,19.5,19,18.5,19,19,19,18.5,20,15,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.5,4.5,Complete,Complete,Complete,6.0,,,,74.0,,76.0,,76.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,B,84.89228,85.48921,B,B,85.69253,,,,91.90475,75.33333,100.0,6
498.16675999999995,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18.66666,20,19.0001,20,18,16.5,17,16,12,2,,5.0,5.0,,5.0,5.0,,,,5.0,5.0,Complete,Complete,,,,20,,88.0,,90.0,,78.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,B,84.72223000000001,89.34496,B,A,91.17203,KM F11,,,73.12928000000001,85.33333,100.0,20
524.63333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17.33333,19,15,18.5,17.8,17,17,20,20,19.5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.5,5.0,,,Complete,3.0,,0,5,92.0,,76.0,,80.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,A,89.22335,89.33664,B,A,95.12937,,,,92.29930999999999,82.66666,100.0,8
471.1601,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.66,9,15.2501,18.75,20,16.5,17,19,20,19,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,Complete,Complete,Complete,6.0,,6,5,58.0,5,70.0,,66.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,B,80.12926,78.39803,C,C,74.73063,KB F9,,,87.41228000000001,64.66666,100.0,22
412.36666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17.66666,17,16.5,9.5,17.2,6.5,19.5,14,20,16,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.5,Complete,Complete,Complete,6.0,,20,In Progress,38.0,,54.0,,54.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,C,70.13038,65.26533,D,D,64.91628,JH T10,,,81.17005999999999,48.66666,100.0,26
464.33333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17.83333,18.5,19,18,17.5,16.5,11,19,16,19,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,Complete,,Complete,4.0,,,,58.0,,66.0,,78.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,B,78.96825,76.20232,C,C,78.69100999999999,,,,88.70748,67.33333,100.0,4
423.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.5,19,17.5,18,16.8,13.5,15.5,17.5,20,20,5.0,0.0,5.0,0.0,5.0,0.0,5.0,5.0,5.0,5.0,4.5,Complete,Complete,Complete,6.0,,,,62.0,,52.0,,58.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,C,72.07481999999999,70.22388000000001,C,C,78.3105,,Complete,,82.97959,57.333330000000004,100.0,6
