Food Allergies Survey [Total Pts: 0 Complete/Incomplete] |1479492,Academic Integrity Quiz [Total Pts: 10 Score] |1479493,Syllabus Quiz [Total Pts: 10 Score] |1494922,Pre-Lab 1 [Total Pts: 5 Score] |1496771,Lab 1 [Total Pts: 20 Score] |1496772,Pre-Lab 2 [Total Pts: 5 Score] |1496773,Lab 2 [Total Pts: 20 Score] |1496774,Pre-Lab 3 [Total Pts: 5 Score] |1496775,Lab 3 [Total Pts: 20 Score] |1496776,Pre-Lab 4 [Total Pts: 5 Score] |1496777,Lab 4 [Total Pts: 20 Score] |1496778,Pre-Lab 5 [Total Pts: 5 Score] |1496779,Lab 5 [Total Pts: 20 Score] |1496780,Pre-Lab 6 [Total Pts: 5 Score] |1496781,Lab 6 [Total Pts: 20 Score] |1496782,Pre-Lab 7 [Total Pts: 5 Score] |1496783,Lab 7 [Total Pts: 20 Score] |1496784,Pre-Lab 8 [Total Pts: 5 Score] |1496785,Lab 8 [Total Pts: 20 Score] |1496786,Pre-Lab 9 [Total Pts: 5 Score] |1496787,Lab 9 [Total Pts: 20 Score] |1496788,Pre-Lab 10 [Total Pts: 5 Score] |1496789,Lab 10 [Total Pts: 20 Score] |1496790,E&E #1 [Total Pts: 1 Score] |1496793,E&E #2 [Total Pts: 2 Score] |1496794,E&E #3 [Total Pts: 2 Score] |1496795,E&E #4 [Total Pts: 2 Score] |1496796,E&E #5 [Total Pts: 2 Score] |1496797,E&E #6 [Total Pts: 4 Score] |1496798,E&E #7 [Total Pts: 2 Score] |1496799,E&E #8 [Total Pts: 5 Score] |1496800,E&E #9 [Total Pts: 3 Score] |1496801,E&E #10 [Total Pts: 3 Score] |1496802,E&E #12 [Total Pts: 4 Score] |1496804,E&E #13 [Total Pts: 2 Score] |1496805,E&E #14 [Total Pts: 4 Score] |1496806,E&E Running Total [Total Pts: up to 36 Score] |1496808,Documentary Review Extra Credit [Total Pts: 0 Score] |1522564,ANTH 105 Midterm Instruction Assessment [Total Pts: 0 Complete/Incomplete] |1535043,Midterm Grade Percentage Column [Total Pts: up to 133 Percentage] |1548277,Midterm Letter Grade [Total Pts: 0 Text] |1548278,March Mammal Madness Extra Credit [Total Pts: 0 Score] |1550204,Documentary Lab Questions [Total Pts: 25 Score] |1556627,Exam 1 [Total Pts: 40 Score] |1556814,Lincoln Park Zoo Assignment [Total Pts: 30 Score] |1561597,Field Museum Scavenger Hunt [Total Pts: 50 Score] |1561598,Misc. Extra Credit [Total Pts: 0 Score] |1566943,Final Percentage [Total Pts: 475 Percentage] |1566944,Final Letter Grade [Total Pts: 100 Text] |1566946,Exam 2 [Total Pts: 40 Score] |1567890,Inquizitive Extra Credit [Total Pts: 0 Score] |1568003,Date Last Attendance [Total Pts: 0 Text] |1569614,Total Assignment Percentage [Total Pts: up to 355 Percentage] |2291801,Total Exam Percentage [Total Pts: up to 80 Percentage] |2291807,Total Attendance Percentage [Total Pts: up to 36 Percentage] |2291808,Total Extra Credit [Total Pts: 0 Score] |2291988
Complete,6.0,10.0,5.0,20.0,4.0,16.0,5.0,20.0,5.0,17.0,5.0,19.0,5.0,15.0,4.0,19.0,5.0,19.0,5.0,19.0,5.0,19.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,0.0,2.0,,,,20.0,5.0,Complete,90.22556,B,5.0,25,38.0,30.0,43.0,,95.15789000000001,A,34.0,5.0,,92.67605,90.0,55.55555,15.0
,9.0,10.0,4.5,19.0,3.5,20.0,5.0,18.0,5.0,20.0,4.0,19.5,5.0,19.0,4.0,19.0,4.5,19.5,5.0,19.0,4.5,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,Complete,85.71428,B,5.0,25,36.0,23.5,45.5,1.0,90.31578,A,32.0,,,93.23943,85.0,0.0,11.0
Complete,10.0,10.0,4.0,17.0,5.0,20.0,5.0,19.0,5.0,19.0,4.0,18.5,5.0,19.0,4.0,19.0,3.5,19.5,5.0,19.5,4.5,20.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,2.0,0.0,13.0,5.0,Complete,88.7218,B,,25,32.0,29.5,44.5,1.0,92.31578,A,33.0,,,94.22535,81.25,36.11111,6.0
Complete,8.0,10.0,5.0,19.0,5.0,20.0,5.0,14.5,5.0,20.0,4.0,20.0,4.0,20.0,5.0,18.5,0.0,20.0,5.0,20.0,5.0,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,4.0,0.0,0.0,10.0,,Complete,84.58646,B,,20,27.0,30.0,47.0,,89.89473000000001,A,30.0,,,93.52112,71.25,27.77777,0.0
Complete,9.0,10.0,4.5,20.0,5.0,15.0,0.0,0.0,5.0,20.0,4.0,20.0,4.5,18.5,,,2.5,19.0,5.0,19.5,5.0,20.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,66.54135,D,,25,34.0,22.5,41.0,,76.63157,C,35.0,,,77.74647,86.25,0.0,0.0
,10.0,9.0,0.0,0.0,4.0,10.0,5.0,18.0,0.0,0.0,5.0,20.0,3.0,17.5,3.0,19.5,3.5,19.0,5.0,20.0,5.0,20.0,,,,,,,,,,,,,,,,,42.105259999999994,F,,10,27.0,30.0,40.0,,67.89473000000001,D,19.0,,5/1/19,72.53520999999999,57.5,0.0,0.0
Complete,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,0.0,,1.0,,2.0,,,,,,,,4.0,,,3.00751,F,,,,,,,0.8421,F,,,2/28/19,0.0,0.0,11.11111,0.0
Complete,8.0,9.0,4.0,18.0,1.0,17.0,2.0,16.5,4.0,19.0,4.0,13.0,4.5,18.0,4.0,17.0,2.0,17.0,5.0,19.0,5.0,17.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,5.0,0.0,0.0,0.0,0.5,0.0,10.5,,Complete,76.31578,C,5.0,25,28.0,28.0,46.0,1.0,81.78947,B,21.0,,,86.19718,61.25,29.166659999999997,6.0
,9.0,10.0,4.0,19.5,3.0,13.0,3.0,16.25,4.5,20.0,4.0,20.0,,,3.5,20.0,5.0,20.0,5.0,20.0,,,1.0,0.0,2.0,1.0,1.0,,1.0,5.0,3.0,3.0,,,,17.0,,,80.63909,B,,,34.0,25.0,50.0,,75.52631,C,33.0,,,72.04225,83.75,47.22222,0.0
Complete,9.0,10.0,4.0,19.0,5.0,20.0,5.0,16.5,0.0,0.0,0.0,18.0,2.0,18.5,0.0,20.0,3.0,20.0,5.0,19.0,5.0,20.0,1.0,0.0,1.5,2.0,1.0,0.0,2.0,5.0,0.0,0.0,0.0,2.0,4.0,18.5,,Complete,70.67669000000001,C,,25,20.0,30.0,43.0,,80.94736,B,17.0,3.5,,83.94366,46.25,51.38888,3.5
,8.0,8.0,5.0,18.0,5.0,16.0,5.0,19.0,3.0,17.0,5.0,17.0,4.0,17.0,0.0,20.0,1.0,20.0,4.0,20.0,4.0,20.0,,,,2.0,2.0,,,,3.0,,4.0,,,11.0,,,81.203,B,,25,29.0,26.0,43.0,,82.94736,B,24.0,,,88.4507,66.25,30.55555,0.0
,10.0,10.0,0.0,20.0,5.0,18.0,0.0,0.0,4.0,19.0,5.0,16.5,4.0,19.5,4.0,15.0,0.0,18.0,0.0,20.0,0.0,20.0,,,,,,,,,,,,,,,2.5,,64.66165,D,,22.5,34.0,20.0,45.0,,75.36842,C,26.0,,,77.60563,75.0,0.0,2.5
Complete,10.0,9.0,4.0,20.0,5.0,16.0,2.0,15.0,5.0,18.0,5.0,18.5,4.0,19.0,4.0,17.0,3.0,19.0,5.0,20.0,0.0,0.0,1.0,1.0,2.0,,2.0,2.0,2.0,5.0,3.0,3.0,4.0,,,25.0,5.0,Complete,84.21051999999999,B,5.0,12.5,27.0,30.0,43.0,,82.31578,A,30.0,,,80.28169,71.25,69.44444,10.0
Complete,10.0,10.0,5.0,20.0,5.0,18.0,4.0,18.5,5.0,17.0,5.0,20.0,4.5,20.0,5.0,19.0,5.0,19.5,5.0,18.0,5.0,18.0,1.0,2.0,1.0,2.0,2.0,3.0,2.0,4.0,0.0,3.0,4.0,0.0,0.0,24.0,5.0,Complete,92.85714,A,,22.5,31.0,29.0,50.0,3.0,94.52631,A,32.0,,,95.21126,78.75,66.66666,8.0
Complete,10.0,10.0,5.0,18.0,5.0,18.5,5.0,18.5,5.0,19.5,5.0,19.0,4.5,19.0,4.0,20.0,4.0,19.5,5.0,20.0,4.5,19.5,1.0,1.0,1.5,2.0,1.0,4.0,2.0,5.0,3.0,2.0,4.0,2.0,4.0,32.5,,Complete,93.98496,A,,25,34.0,29.0,48.0,1.0,93.78947,A,30.0,,,95.91549,80.0,90.27776999999999,1.0
In Progress,9.0,7.0,0.0,0.0,5.0,17.0,5.0,19.0,0.0,0.0,5.0,20.0,0.0,0.0,5.0,18.5,3.0,18.0,3.0,20.0,5.0,20.0,1.0,1.0,,2.0,,4.0,2.0,,,3.0,,,,13.0,5.0,,52.631569999999996,F,,7.5,28.0,0.0,45.0,,65.05263000000001,D,31.0,,5/1/19,60.84506999999999,73.75,36.11111,5.0
Complete,10.0,10.0,3.5,17.0,5.0,13.0,5.0,17.5,5.0,18.0,4.0,17.0,5.0,19.0,5.0,19.0,5.0,19.5,4.0,17.5,5.0,20.0,1.0,1.0,0.0,2.0,2.0,2.5,2.0,5.0,3.0,3.0,4.0,2.0,4.0,31.5,5.0,Complete,84.58646,B,,20,36.0,27.0,39.0,2.0,90.63157,A,37.0,,,87.32394000000001,91.25,87.5,7.0
Complete,9.0,10.0,4.0,19.0,5.0,20.0,5.0,18.0,5.0,19.5,5.0,20.0,4.5,19.0,3.5,19.0,5.0,17.0,5.0,20.0,5.0,20.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,5.0,3.0,1.0,4.0,2.0,4.0,30.0,,Complete,92.85714,A,5.0,25,33.0,30.0,49.0,1.0,80.52631,A,33.0,,,96.47887,82.5,83.33333,6.0
Complete,10.0,10.0,4.0,19.0,5.0,16.5,5.0,18.5,5.0,19.0,4.0,18.0,5.0,18.0,4.5,19.0,0.0,19.5,5.0,18.0,5.0,20.0,1.0,1.0,1.0,2.0,2.0,1.5,2.0,5.0,0.0,2.0,0.0,2.0,4.0,23.5,,Complete,90.6015,A,,22.5,32.0,23.0,45.5,2.0,89.05263000000001,A,30.0,,,89.85915,77.5,65.27776999999999,2.0
Complete,10.0,9.0,5.0,19.0,5.0,15.5,5.0,18.5,5.0,19.0,4.0,18.0,5.0,18.5,5.0,19.0,5.0,19.5,5.0,18.0,4.0,20.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,Complete,84.9624,B,,25,35.0,28.5,45.0,2.0,88.10526,B,29.0,,,93.38028,80.0,5.55555,2.0
,10.0,10.0,5.0,19.0,4.0,19.0,0.0,0.0,5.0,20.0,,,5.0,20.0,4.0,19.0,0.0,18.0,5.0,20.0,0.0,0.0,1.0,,,,,,,,,,,,,1.0,,Complete,69.92481,D,,20,28.0,,45.0,,64.21051999999999,D,28.0,,,64.22535,70.0,2.7777700000000003,0.0
Complete,9.0,10.0,5.0,20.0,5.0,20.0,5.0,19.0,5.0,19.0,5.0,19.5,5.0,19.0,5.0,19.5,4.0,20.0,5.0,20.0,5.0,20.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,5.0,3.0,3.0,4.0,0.0,0.0,28.0,5.0,Complete,96.2406,A,5.0,22.5,31.0,30.0,50.0,1.0,97.15789000000001,A,33.0,,,97.88731999999999,80.0,77.77776999999999,11.0
Complete,10.0,10.0,4.5,19.0,4.0,18.5,5.0,19.0,5.0,19.0,0.0,20.0,4.0,19.5,5.0,20.0,3.0,20.0,5.0,20.0,5.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,85.71428,B,,22.5,32.0,24.5,50.0,,87.05263000000001,B,29.0,,,93.66197,76.25,0.0,0.0
Complete,9.0,10.0,5.0,15.0,2.5,17.5,5.0,18.5,5.0,19.0,5.0,17.0,5.0,17.5,,,,,,,,,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,,,,,,5.0,,Complete,83.83458,B,,,,,,,,,,,,37.18309,0.0,13.888879999999999,0.0
Complete,9.0,0.0,4.0,15.0,3.0,11.0,4.0,17.25,4.5,20.0,,,3.5,19.0,3.5,20.0,2.0,19.5,5.0,20.0,4.0,20.0,1.0,1.0,1.0,2.0,1.0,2.5,2.0,,3.0,1.0,4.0,,,18.5,,Complete,72.36842,C,,22.5,25.0,26.5,39.0,,74.05263000000001,C,16.0,,,79.78873,51.25,51.38888,0.0
In Progress,9.0,10.0,5.0,17.0,5.0,16.0,3.0,16.5,1.0,19.0,5.0,20.0,5.0,20.0,4.0,19.5,4.0,20.0,4.0,20.0,5.0,20.0,1.0,,,2.0,,,2.0,5.0,3.0,,4.0,2.0,4.0,23.0,,Complete,78.57141999999999,C,,12.5,24.0,30.0,49.0,,86.63157,B,28.0,,5/1/19,90.28169,65.0,63.88888000000001,0.0
Complete,10.0,10.0,5.0,17.0,5.0,18.0,5.0,18.0,4.0,17.0,5.0,18.0,4.0,18.0,5.0,18.5,1.0,19.0,5.0,19.0,5.0,20.0,1.0,1.0,1.0,,2.0,3.0,2.0,3.0,3.0,0.0,,,,16.0,,Complete,87.96992,B,,25,32.0,28.0,42.0,,88.73684,B,27.0,5.0,,90.56338000000001,73.75,44.44444,5.0
Complete,9.0,9.0,4.0,18.0,3.0,19.0,4.0,19.0,5.0,19.0,4.0,18.0,5.0,19.5,5.0,19.5,5.0,19.5,4.0,19.5,3.0,20.0,1.0,1.0,1.0,2.0,1.0,4.0,2.0,5.0,3.0,3.0,4.0,2.0,4.0,33.0,5.0,Complete,89.47368,B,5.0,22.5,31.0,29.0,44.5,1.0,93.47368,A,35.0,,,92.67605,82.5,91.66666,11.0
Complete,10.0,10.0,3.5,18.0,5.0,16.5,4.0,18.5,4.5,20.0,5.0,19.0,3.5,19.0,4.0,20.0,4.0,19.5,4.5,20.0,5.0,20.0,1.0,2.0,1.0,1.5,1.0,4.0,2.0,5.0,3.0,0.0,,2.0,4.0,26.5,,Complete,90.6015,A,,22.5,28.0,25.5,46.5,,88.8421,A,26.0,2.0,,92.39435999999999,67.5,73.61111,2.0
Complete,7.0,10.0,4.0,18.0,5.0,17.5,5.0,19.0,5.0,19.5,4.0,19.0,4.0,19.5,4.0,20.0,4.0,19.5,5.0,18.0,4.0,20.0,1.0,2.0,2.0,0.0,2.0,3.5,2.0,5.0,3.0,3.0,0.0,0.0,0.0,23.5,,Complete,90.6015,A,,25,29.0,23.0,45.5,2.0,89.15789000000001,B,28.0,,,92.25352,71.25,65.27776999999999,2.0
Complete,9.0,10.0,4.0,19.0,4.0,17.5,5.0,18.0,5.0,18.0,5.0,20.0,4.0,18.5,5.0,19.0,3.5,18.5,5.0,20.0,5.0,20.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,5.0,,1.0,,2.0,,22.0,5.0,Complete,91.35338,A,,22.5,34.0,29.0,49.0,1.0,92.73684,A,28.0,,,94.22535,77.5,61.11111,6.0
Complete,9.0,9.0,4.5,19.0,4.5,18.5,4.0,18.5,5.0,18.5,5.0,19.0,3.5,18.5,3.5,19.0,4.5,18.5,4.5,19.0,4.5,18.5,1.0,1.0,2.0,1.5,1.0,4.0,2.0,5.0,3.0,3.0,4.0,2.0,4.0,33.5,,Complete,90.97744,A,,25,19.0,30.0,43.5,1.0,87.15789000000001,B,26.0,1.0,,92.67605,56.25,93.05555,2.0
Complete,0.0,10.0,3.0,19.0,5.0,15.5,5.0,18.0,0.0,0.0,4.0,18.0,4.5,18.0,5.0,20.0,4.0,19.0,0.0,0.0,5.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Complete,56.766909999999996,F,,0,30.0,27.5,35.5,2.0,60.631569999999996,D,0.0,,,69.29576999999999,37.5,0.0,2.0
Complete,10.0,10.0,4.0,20.0,3.5,15.0,5.0,16.0,4.5,17.0,5.0,16.0,0.0,18.0,5.0,18.5,5.0,18.5,5.0,19.0,5.0,18.0,1.0,2.0,1.0,2.0,0.0,4.0,2.0,5.0,3.0,3.0,4.0,2.0,4.0,33.0,,Complete,86.46616,B,,22.5,34.0,29.0,42.5,2.0,87.89473000000001,B,30.0,,,87.88731999999999,80.0,91.66666,2.0
Complete,9.0,10.0,4.5,19.5,3.0,17.0,4.5,18.5,4.5,20.0,5.0,20.0,4.0,19.5,3.0,20.0,3.0,18.5,3.5,20.0,4.5,20.0,1.0,2.0,2.0,1.0,0.0,4.0,2.0,,3.0,1.0,,2.0,4.0,22.0,,Complete,90.6015,A,,22.5,28.0,24.5,46.5,,87.78947,B,24.0,2.5,,91.83098000000001,65.0,61.11111,2.5
Complete,9.0,10.0,5.0,19.0,3.0,18.0,5.0,18.5,4.0,14.0,4.0,17.5,4.0,19.0,4.0,20.0,4.0,18.5,5.0,19.0,5.0,17.0,1.0,2.0,1.5,2.0,2.0,3.0,2.0,5.0,3.0,0.0,0.0,0.0,0.0,21.5,,Complete,87.96992,B,5.0,20,33.0,28.0,46.0,1.0,88.0,B,21.0,,,89.43661,67.5,59.72221999999999,6.0
Complete,10.0,10.0,5.0,19.0,5.0,17.0,5.0,19.0,5.0,18.0,5.0,18.0,5.0,18.0,4.0,20.0,3.0,20.0,4.0,19.0,5.0,20.0,,2.0,,,,,,3.0,3.0,1.0,,,,9.0,,Complete,86.46616,B,,17.5,26.0,27.0,41.0,,85.36842,B,31.0,,,90.0,71.25,25.0,0.0
Complete,9.0,10.0,5.0,20.0,5.0,19.5,4.0,19.0,5.0,18.5,5.0,18.5,5.0,18.5,4.0,19.0,3.0,19.0,5.0,19.5,5.0,20.0,1.0,1.0,2.0,2.0,1.0,0.0,2.0,5.0,3.0,1.0,0.0,2.0,4.0,24.0,5.0,Complete,91.72932,A,,22.5,29.0,28.5,48.5,1.0,92.63157,A,29.0,,,94.92957,72.5,66.66666,6.0
In Progress,10.0,9.0,5.0,17.0,4.0,19.5,4.0,19.5,0.0,0.0,3.5,19.0,5.0,18.5,3.5,19.0,2.5,19.0,5.0,19.0,5.0,19.0,0.0,1.0,0.0,0.0,1.0,2.5,2.0,0.0,0.0,2.0,0.0,0.0,0.0,8.5,,Complete,69.54887,D,,25,30.0,10.0,43.5,1.0,79.15789000000001,C,32.0,,,80.42253000000001,77.5,23.61111,1.0
Complete,10.0,10.0,5.0,20.0,5.0,17.0,5.0,17.0,5.0,18.0,4.0,19.0,5.0,17.0,5.0,19.5,,,5.0,19.0,5.0,20.0,1.0,,,,,,,,0.0,,,,,1.0,,Complete,84.9624,B,,22.5,33.0,24.0,40.0,,79.78947,B,28.0,,,83.66197,76.25,2.7777700000000003,0.0
In Progress,8.0,9.0,5.0,19.0,5.0,17.0,5.0,18.0,5.0,19.0,5.0,17.0,4.0,19.0,5.0,19.0,4.0,19.0,5.0,19.0,5.0,18.0,1.0,2.0,1.0,2.0,2.0,2.5,2.0,5.0,3.0,0.0,0.0,1.5,4.0,26.0,5.0,Complete,90.6015,A,,22.5,32.0,29.0,44.5,1.0,91.78947,A,33.0,,,92.39435999999999,81.25,72.22222,6.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0
Complete,,,5.0,20.0,5.0,18.0,5.0,20.0,5.0,20.0,0.0,19.0,,,3.0,19.0,,,5.0,20.0,5.0,20.0,,,,,,,,,,,,,,,,Complete,73.68421,C,,17.5,32.0,28.0,50.0,,72.94736,C,30.0,,,80.14084,77.5,0.0,0.0
Complete,9.0,10.0,5.0,8.0,5.0,18.0,5.0,20.0,4.0,20.0,5.0,19.0,5.0,18.0,5.0,18.5,5.0,19.0,5.0,20.0,5.0,20.0,,,,,,3.0,,3.0,0.0,,,,,6.0,5.0,Complete,80.45111999999999,B,,20,29.0,23.0,40.0,,84.52631,B,28.0,,,88.02816,71.25,16.66666,5.0
Complete,10.0,10.0,5.0,19.0,3.0,20.0,5.0,15.5,5.0,20.0,5.0,19.0,5.0,20.0,5.0,18.5,3.0,19.0,5.0,19.0,4.0,20.0,0.0,0.0,2.0,2.0,1.0,4.0,2.0,5.0,3.0,3.0,0.0,0.0,0.0,22.0,5.0,Complete,91.35338,A,,25,33.0,25.0,50.0,,97.68421,A,31.0,,,94.36619,80.0,61.11111,5.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0
,10.0,10.0,5.0,18.5,5.0,15.5,5.0,17.5,0.0,19.0,5.0,20.0,5.0,18.5,5.0,19.0,5.0,19.5,5.0,18.0,5.0,20.0,1.0,1.0,0.0,2.0,2.0,3.0,2.0,5.0,0.0,2.5,4.0,2.0,4.0,28.5,5.0,Complete,86.09022,B,5.0,25,38.0,28.0,46.5,2.0,95.15789000000001,A,32.0,,,92.95774,87.5,79.16666,12.0
,0.0,0.0,3.5,11.0,5.0,14.0,5.0,17.0,5.0,12.0,4.0,17.0,0.0,0.0,4.5,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,Complete,55.26315,F,5.0,0,36.0,28.0,36.5,2.0,47.68421,F,33.0,,3.12,51.40845,86.25,2.7777700000000003,7.0
Complete,8.0,10.0,4.5,20.0,5.0,10.5,4.0,16.5,3.5,20.0,3.5,16.0,3.5,17.0,4.0,20.0,5.0,18.0,5.0,20.0,,,1.0,2.0,1.0,1.0,1.0,3.5,2.0,5.0,2.0,1.0,4.0,,,23.5,,Complete,83.83458,B,,17.5,33.0,24.0,46.0,,79.47368,B,23.0,,,79.85915,70.0,65.27776999999999,0.0
,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,12.03007,,,,,,,,0.0,,,,,0.0,0.0,2.7777700000000003,0.0
Complete,10.0,10.0,5.0,20.0,5.0,20.0,5.0,20.0,5.0,20.0,5.0,20.0,4.5,20.0,5.0,20.0,4.5,19.0,5.0,20.0,5.0,20.0,1.0,2.0,2.0,2.0,2.0,3.0,,5.0,3.0,3.0,4.0,2.0,4.0,33.0,,Complete,99.24812,A,,20,37.0,30.0,50.0,2.0,97.05263000000001,A,34.0,,5/1/19,98.02816,88.75,91.66666,2.0
In Progress,10.0,9.0,4.0,19.0,5.0,20.0,3.0,15.5,5.0,16.0,5.0,20.0,5.0,19.0,4.0,19.0,5.0,19.0,5.0,20.0,5.0,20.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,5.0,3.0,2.0,4.0,,,22.0,,Complete,84.58646,B,,10,31.0,30.0,47.0,1.0,87.68421,B,27.0,,,90.28169,72.5,61.11111,1.0
,8.0,10.0,2.5,17.0,0.0,0.0,5.0,19.0,5.0,19.0,4.0,18.0,5.0,18.0,5.0,19.0,5.0,19.5,4.0,18.0,5.0,20.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,5.0,0.0,2.0,4.0,2.0,4.0,22.0,,Complete,68.04511,D,5.0,25,33.0,23.5,40.0,2.0,83.05263000000001,B,20.0,,,83.52112,66.25,61.11111,7.0
Complete,9.0,10.0,4.0,19.0,0.0,10.5,3.0,17.75,0.0,0.0,3.0,20.0,3.5,18.0,5.0,20.0,,,5.0,20.0,4.0,20.0,1.0,1.0,1.0,0.0,1.0,1.0,,5.0,3.0,,,,,13.0,,,58.83458,F,,25,29.0,15.0,35.0,,70.68421,C,27.0,,,69.78873,70.0,36.11111,0.0
Complete,9.0,10.0,5.0,20.0,4.0,18.0,5.0,19.0,5.0,19.0,5.0,18.5,4.0,17.5,3.5,19.0,5.0,18.0,5.0,19.0,5.0,20.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,3.0,3.0,3.0,,2.0,4.0,29.0,,Complete,94.73684,A,,20,29.0,29.0,48.0,,91.05263000000001,A,30.0,3.0,,93.38028,73.75,80.55555,3.0
Complete,10.0,10.0,5.0,18.0,5.0,17.0,5.0,17.0,4.0,16.0,5.0,18.0,4.0,17.0,4.0,19.0,2.0,20.0,5.0,20.0,5.0,20.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,0.0,4.0,2.0,4.0,29.0,5.0,Complete,88.7218,B,,20,31.0,25.0,41.0,,88.63157,B,33.0,,,87.88731999999999,80.0,80.55555,5.0
Complete,10.0,10.0,5.0,19.0,5.0,17.0,5.0,19.0,5.0,19.0,5.0,19.0,5.0,18.0,4.0,20.0,3.0,20.0,5.0,20.0,5.0,20.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0,5.0,3.0,3.0,4.0,2.0,4.0,35.0,5.0,Complete,94.73684,A,,17.5,30.0,30.0,49.0,2.0,92.94736,A,32.0,,,94.22535,77.5,97.22222,7.0
Complete,0.0,10.0,0.0,0.0,3.0,15.5,4.0,17.5,4.0,20.0,4.5,20.0,4.0,19.5,,,,,5.0,20.0,4.5,20.0,1.0,0.0,0.0,0.0,0.0,,,,3.0,,,2.0,4.0,10.0,,Complete,56.390969999999996,F,,25,32.0,25.5,43.5,,70.21051999999999,C,26.0,,,71.97183000000001,72.5,27.77777,0.0
Complete,10.0,10.0,5.0,18.0,3.0,19.0,5.0,16.0,5.0,17.0,4.0,19.5,4.5,20.0,4.5,20.0,2.5,20.0,5.0,20.0,4.0,20.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,4.0,2.0,4.0,16.0,,Complete,83.45864,B,,,31.0,15.0,44.0,1.0,82.73684,B,34.0,,,81.97183000000001,81.25,44.44444,1.0
Complete,7.0,10.0,5.0,20.0,5.0,18.0,5.0,19.0,4.5,20.0,5.0,17.5,4.5,20.0,5.0,19.0,4.0,19.5,5.0,18.0,5.0,18.0,1.0,1.0,2.0,1.5,2.0,3.0,2.0,4.0,2.0,3.0,0.0,1.5,0.0,23.0,,Complete,93.23308,A,,10,28.0,25.0,45.5,1.0,87.89473000000001,B,34.0,,,89.43661,77.5,63.88888000000001,1.0
Complete,10.0,10.0,5.0,19.0,3.5,18.0,5.0,18.5,5.0,20.0,4.0,16.0,5.0,18.0,5.0,19.5,0.0,19.5,5.0,18.0,2.5,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Complete,85.71428,B,,25,35.0,28.5,43.0,2.0,86.31578,B,30.0,,,90.98591,81.25,0.0,2.0
Complete,8.0,9.0,4.0,18.0,5.0,20.0,3.0,18.5,5.0,18.5,3.0,18.5,0.0,0.0,4.0,18.0,3.5,18.0,5.0,18.5,4.5,19.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,0.0,4.0,2.0,4.0,21.0,5.0,Complete,82.70676,B,,20,28.0,27.0,39.5,1.0,80.10526,B,19.0,,,81.83098000000001,58.75,58.333330000000004,6.0
Complete,0.0,0.0,5.0,18.0,5.0,18.5,5.0,19.0,5.0,18.0,4.0,18.0,5.0,19.5,5.0,19.0,5.0,19.5,5.0,18.0,5.0,20.0,1.0,2.0,2.0,2.0,2.0,4.0,0.0,5.0,3.0,3.0,4.0,0.0,0.0,28.0,,Complete,80.07518,C,,17.5,36.0,30.0,46.5,4.0,90.21051999999999,A,38.0,,,93.09859,92.5,77.77776999999999,4.0
